variant,parameter,mean,sd,eti89_lb,eti89_ub,fold,definition,component,fold_schedule
special_pooled_term,Intercept,-0.435274,1.81136,-3.306992,2.446974,2020-05-19,current,,election_date>=2014-01-01
special_pooled_term,PVI_N,1.614894,0.083023,1.482608,1.748011,2020-05-19,current,,election_date>=2014-01-01
special_pooled_term,incumbent_dem,12.203703,1.919559,9.042401,15.214317,2020-05-19,current,,election_date>=2014-01-01
special_pooled_term,incumbent_gop,-21.916868,2.456888,-25.805956,-17.961928,2020-05-19,current,,election_date>=2014-01-01
special_pooled_term,pres_elec,7.736519,1.634028,5.184411,10.424412,2020-05-19,current,,election_date>=2014-01-01
special_pooled_term,is_special,4.451582,3.260076,-0.849481,9.625087,2020-05-19,current,,election_date>=2014-01-01
special_pooled_term,sigma,15.408928,0.526735,14.590317,16.275828,2020-06-02,current,,election_date>=2014-01-01
special_pooled_term,Intercept,-0.400024,1.852053,-3.341047,2.596014,2020-06-02,current,,election_date>=2014-01-01
special_pooled_term,PVI_N,1.61123,0.081945,1.479157,1.741432,2020-06-02,current,,election_date>=2014-01-01
special_pooled_term,incumbent_dem,12.214397,1.92735,9.136314,15.30664,2020-06-02,current,,election_date>=2014-01-01
special_pooled_term,incumbent_gop,-21.952629,2.464887,-25.989025,-18.031985,2020-06-02,current,,election_date>=2014-01-01
special_pooled_term,pres_elec,7.727433,1.654622,5.098029,10.351751,2020-06-02,current,,election_date>=2014-01-01
special_pooled_term,is_special,5.115705,3.24839,-0.133145,10.237228,2020-06-02,current,,election_date>=2014-01-01
special_pooled_term,sigma,15.419038,0.526508,14.601224,16.293962,2020-11-03,current,,election_date>=2014-01-01
special_pooled_term,Intercept,-0.356495,1.845329,-3.32754,2.655519,2020-11-03,current,,election_date>=2014-01-01
special_pooled_term,PVI_N,1.610331,0.081726,1.477122,1.738837,2020-11-03,current,,election_date>=2014-01-01
special_pooled_term,incumbent_dem,12.17174,1.959386,9.05348,15.300585,2020-11-03,current,,election_date>=2014-01-01
special_pooled_term,incumbent_gop,-22.033193,2.468111,-26.083881,-18.098574,2020-11-03,current,,election_date>=2014-01-01
special_pooled_term,pres_elec,7.741902,1.639657,5.165377,10.38025,2020-11-03,current,,election_date>=2014-01-01
special_pooled_term,is_special,5.933012,3.14537,0.921745,10.967583,2020-11-03,current,,election_date>=2014-01-01
special_pooled_term,sigma,14.982609,0.476947,14.250579,15.764084,2021-03-30,current,,election_date>=2014-01-01
special_pooled_term,Intercept,-0.387469,1.715027,-3.155452,2.3706,2021-03-30,current,,election_date>=2014-01-01
special_pooled_term,PVI_N,1.609749,0.078021,1.485913,1.735141,2021-03-30,current,,election_date>=2014-01-01
special_pooled_term,incumbent_dem,12.159723,1.788668,9.291353,15.027701,2021-03-30,current,,election_date>=2014-01-01
special_pooled_term,incumbent_gop,-21.697755,2.249865,-25.353047,-18.143651,2021-03-30,current,,election_date>=2014-01-01
special_pooled_term,pres_elec,7.830256,1.463471,5.449624,10.16116,2021-03-30,current,,election_date>=2014-01-01
special_pooled_term,is_special,5.981445,3.040014,1.108244,10.861338,2021-03-30,current,,election_date>=2014-01-01
special_pooled_term,sigma,15.003509,0.478066,14.257922,15.78923,2021-11-30,current,,election_date>=2014-01-01
special_pooled_term,Intercept,-0.351234,1.701463,-3.040872,2.395876,2021-11-30,current,,election_date>=2014-01-01
special_pooled_term,PVI_N,1.611745,0.076837,1.487342,1.733725,2021-11-30,current,,election_date>=2014-01-01
special_pooled_term,incumbent_dem,12.11053,1.793718,9.23815,14.940699,2021-11-30,current,,election_date>=2014-01-01
special_pooled_term,incumbent_gop,-21.764442,2.248448,-25.338834,-18.164479,2021-11-30,current,,election_date>=2014-01-01
special_pooled_term,pres_elec,7.852778,1.467936,5.513602,10.209839,2021-11-30,current,,election_date>=2014-01-01
special_pooled_term,is_special,6.552057,3.006821,1.84516,11.438686,2021-11-30,current,,election_date>=2014-01-01
special_pooled_term,sigma,14.999097,0.477213,14.258721,15.783516,2022-11-08,current,,election_date>=2014-01-01
special_pooled_term,Intercept,-0.409126,1.720372,-3.16213,2.363089,2022-11-08,current,,election_date>=2014-01-01
special_pooled_term,PVI_N,1.612273,0.077272,1.48859,1.736936,2022-11-08,current,,election_date>=2014-01-01
special_pooled_term,incumbent_dem,12.148757,1.804715,9.276938,15.009762,2022-11-08,current,,election_date>=2014-01-01
special_pooled_term,incumbent_gop,-21.694938,2.291319,-25.318551,-18.043611,2022-11-08,current,,election_date>=2014-01-01
special_pooled_term,pres_elec,7.856517,1.433093,5.530145,10.135715,2022-11-08,current,,election_date>=2014-01-01
special_pooled_term,is_special,6.243158,2.938531,1.463093,10.936003,2022-11-08,current,,election_date>=2014-01-01
special_pooled_term,sigma,14.810274,0.4461,14.108219,15.543292,2023-11-07,current,,election_date>=2014-01-01
special_pooled_term,Intercept,0.380057,1.548143,-2.103923,2.838169,2023-11-07,current,,election_date>=2014-01-01
special_pooled_term,PVI_N,1.645172,0.072487,1.530682,1.760221,2023-11-07,current,,election_date>=2014-01-01
special_pooled_term,incumbent_dem,11.17234,1.574683,8.637391,13.668391,2023-11-07,current,,election_date>=2014-01-01
special_pooled_term,incumbent_gop,-22.426155,2.030199,-25.690743,-19.200957,2023-11-07,current,,election_date>=2014-01-01
special_pooled_term,pres_elec,7.559824,1.384256,5.339015,9.763196,2023-11-07,current,,election_date>=2014-01-01
special_pooled_term,is_special,5.096462,2.817351,0.560078,9.505689,2023-11-07,current,,election_date>=2014-01-01
special_pooled_term,sigma,14.803179,0.447957,14.101775,15.533756,2024-11-05,current,,election_date>=2014-01-01
special_pooled_term,Intercept,0.332998,1.507455,-2.094647,2.734986,2024-11-05,current,,election_date>=2014-01-01
special_pooled_term,PVI_N,1.649034,0.070891,1.537374,1.762712,2024-11-05,current,,election_date>=2014-01-01
special_pooled_term,incumbent_dem,11.193787,1.585782,8.685212,13.746364,2024-11-05,current,,election_date>=2014-01-01
special_pooled_term,incumbent_gop,-22.381783,2.007309,-25.61021,-19.225354,2024-11-05,current,,election_date>=2014-01-01
special_pooled_term,pres_elec,7.567495,1.370239,5.363166,9.787647,2024-11-05,current,,election_date>=2014-01-01
special_pooled_term,is_special,4.749985,2.828622,0.242065,9.279266,2024-11-05,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.020014,0.703061,12.915168,15.177165,2014-01-07,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-5.791168,2.337921,-9.505511,-2.040934,2014-01-07,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.750673,0.121679,1.553867,1.945332,2014-01-07,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,10.832283,2.300525,7.084798,14.437274,2014-01-07,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-23.207294,3.950524,-29.488816,-16.932815,2014-01-07,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,13.331996,2.146435,9.893477,16.726169,2014-01-07,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.110834,0.720531,13.004389,15.326395,2014-04-01,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-6.598258,2.260736,-10.221921,-2.999576,2014-04-01,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.78251,0.12169,1.593874,1.979314,2014-04-01,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,11.316197,2.26126,7.693765,14.905537,2014-04-01,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-22.565382,3.880726,-28.771375,-16.413817,2014-04-01,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,13.413135,2.112451,10.043568,16.831233,2014-04-01,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.161579,0.731061,13.04464,15.378679,2014-11-04,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-5.844608,2.191808,-9.331699,-2.348054,2014-11-04,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.770189,0.117948,1.581962,1.959331,2014-11-04,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,10.710355,2.243193,7.14268,14.256464,2014-11-04,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-23.260841,3.943614,-29.580332,-16.989098,2014-11-04,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,13.286488,2.188713,9.817921,16.819321,2014-11-04,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.340556,0.591192,13.431485,15.309892,2015-03-31,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-5.318164,1.838505,-8.200977,-2.338684,2015-03-31,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.737759,0.094786,1.58713,1.888228,2015-03-31,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,13.294853,1.924411,10.202488,16.291143,2015-03-31,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-20.883241,3.105552,-25.808537,-15.940578,2015-03-31,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,11.000052,1.962976,7.872311,14.164463,2015-03-31,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.632292,0.610724,13.700021,15.645768,2015-11-03,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-4.886579,1.904502,-7.926612,-1.817123,2015-11-03,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.759693,0.09486,1.609307,1.910831,2015-11-03,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.661508,1.97945,9.500682,15.822292,2015-11-03,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-21.312795,3.182689,-26.418649,-16.243066,2015-11-03,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.804028,2.022266,7.556994,14.00183,2015-11-03,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.610574,0.610826,13.660205,15.607552,2016-03-01,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-4.763186,1.882359,-7.717515,-1.757609,2016-03-01,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.759002,0.096512,1.604048,1.912602,2016-03-01,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.545943,1.976371,9.411013,15.723644,2016-03-01,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-21.426557,3.183089,-26.516427,-16.324578,2016-03-01,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.7608,1.957265,7.639699,13.869416,2016-03-01,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.591412,0.601552,13.66087,15.583307,2016-05-10,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-4.694531,1.884896,-7.736518,-1.710005,2016-05-10,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.759416,0.096147,1.605619,1.911232,2016-05-10,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.509074,1.922538,9.409313,15.569782,2016-05-10,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-21.457394,3.182152,-26.405992,-16.325408,2016-05-10,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.758774,1.975935,7.616994,13.976691,2016-05-10,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.569106,0.596625,13.645124,15.545783,2016-11-08,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-4.619801,1.839662,-7.537712,-1.640831,2016-11-08,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.756766,0.092862,1.609866,1.907418,2016-11-08,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.451173,1.921944,9.35694,15.487666,2016-11-08,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-21.58904,3.143375,-26.591984,-16.482513,2016-11-08,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.778442,1.983357,7.631572,13.981329,2016-11-08,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.405102,0.546981,13.558623,15.314141,2017-07-25,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-3.662089,1.706264,-6.391939,-0.909639,2017-07-25,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.629873,0.083171,1.498723,1.761046,2017-07-25,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.939701,1.81513,10.041842,15.867119,2017-07-25,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-23.53096,2.705909,-27.84158,-19.285477,2017-07-25,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.844366,1.646997,8.171987,13.486526,2017-07-25,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.800653,0.559388,13.928026,15.713639,2017-10-17,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-2.94118,1.757201,-5.767176,-0.186469,2017-10-17,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.636463,0.086305,1.497435,1.774483,2017-10-17,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.241446,1.843477,9.330128,15.226119,2017-10-17,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-24.124983,2.756499,-28.487707,-19.757875,2017-10-17,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.63763,1.694543,7.932981,13.330315,2017-10-17,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.786812,0.543802,13.958601,15.666587,2017-11-07,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-2.905743,1.763313,-5.691871,-0.128239,2017-11-07,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.637229,0.087353,1.498777,1.777009,2017-11-07,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.211445,1.839398,9.268356,15.177502,2017-11-07,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-24.19554,2.78474,-28.567932,-19.681336,2017-11-07,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.635173,1.685796,7.908934,13.332003,2017-11-07,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.767334,0.553335,13.901248,15.667791,2017-12-05,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-2.760731,1.738782,-5.562826,-0.008197,2017-12-05,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.645059,0.085577,1.507087,1.781881,2017-12-05,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.00687,1.79952,9.108808,14.878123,2017-12-05,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-24.238081,2.739525,-28.590873,-19.876026,2017-12-05,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.579426,1.700906,7.859586,13.323392,2017-12-05,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.764663,0.551797,13.910066,15.661886,2018-04-03,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-2.808317,1.72196,-5.598457,-0.095899,2018-04-03,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.64457,0.084586,1.506926,1.779138,2018-04-03,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.039673,1.81911,9.157483,14.959902,2018-04-03,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-24.212166,2.754168,-28.647115,-19.777061,2018-04-03,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.576253,1.665334,7.941236,13.220795,2018-04-03,current,,election_date>=2014-01-01
special_pooled_plain,sigma,14.740115,0.558182,13.880171,15.650102,2018-11-06,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,-2.824262,1.718168,-5.569538,-0.079857,2018-11-06,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.645328,0.085488,1.507373,1.780129,2018-11-06,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,12.048674,1.80336,9.15645,14.970556,2018-11-06,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-24.184581,2.72817,-28.512863,-19.76083,2018-11-06,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,10.535363,1.648934,7.895333,13.204257,2018-11-06,current,,election_date>=2014-01-01
special_pooled_plain,sigma,15.315973,0.533175,14.485836,16.18832,2020-03-03,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,0.300977,1.632596,-2.344202,2.975653,2020-03-03,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.62025,0.081813,1.490658,1.751612,2020-03-03,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,11.48319,1.746201,8.732061,14.247401,2020-03-03,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-22.533967,2.359877,-26.263617,-18.768763,2020-03-03,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,7.523483,1.594309,5.017284,10.071999,2020-03-03,current,,election_date>=2014-01-01
special_pooled_plain,sigma,15.445412,0.521819,14.623644,16.302223,2020-05-19,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,0.659657,1.641419,-1.98392,3.304968,2020-05-19,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.62453,0.082024,1.492747,1.756099,2020-05-19,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,11.122542,1.739,8.355815,13.868866,2020-05-19,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-22.834707,2.387088,-26.625708,-19.005023,2020-05-19,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,7.412195,1.636265,4.793999,9.971718,2020-05-19,current,,election_date>=2014-01-01
special_pooled_plain,sigma,15.4401,0.519413,14.625585,16.282643,2020-06-02,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,0.963651,1.648675,-1.675341,3.604334,2020-06-02,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.621701,0.081113,1.491387,1.750917,2020-06-02,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,10.866149,1.783389,8.051981,13.747933,2020-06-02,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-23.100599,2.390866,-26.967645,-19.274923,2020-06-02,current,,election_date>=2014-01-01
special_pooled_plain,pres_elec,7.34562,1.634127,4.748781,9.946731,2020-06-02,current,,election_date>=2014-01-01
special_pooled_plain,sigma,15.467708,0.528148,14.656686,16.34623,2020-11-03,current,,election_date>=2014-01-01
special_pooled_plain,Intercept,1.214537,1.625061,-1.39033,3.789703,2020-11-03,current,,election_date>=2014-01-01
special_pooled_plain,PVI_N,1.622726,0.08156,1.493196,1.753261,2020-11-03,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_dem,10.625962,1.768557,7.812116,13.426623,2020-11-03,current,,election_date>=2014-01-01
special_pooled_plain,incumbent_gop,-23.328598,2.397462,-27.169688,-19.406525,2020-11-03,current,,election_date>=2014-01-01
