definition,variant,bin,bin_lower,bin_upper,n_races,small_sample,mean_forecast,observed_frequency,fold_schedule
two_party_or_strongest,baseline_national_env,0.7-0.8,0.7,0.8,11,False,0.746852,0.909091,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.8-0.9,0.8,0.9,23,False,0.856592,0.869565,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.9-1.0,0.9,1.0,138,False,0.973336,0.985507,election_date>=2014-01-01
generals_only,baseline_year,0.0-0.1,0.0,0.1,45,False,0.060456,0.0,election_date>=2014-01-01
generals_only,baseline_year,0.1-0.2,0.1,0.2,23,False,0.141277,0.130435,election_date>=2014-01-01
generals_only,baseline_year,0.2-0.3,0.2,0.3,12,False,0.239542,0.083333,election_date>=2014-01-01
generals_only,baseline_year,0.3-0.4,0.3,0.4,13,False,0.352173,0.230769,election_date>=2014-01-01
generals_only,baseline_year,0.4-0.5,0.4,0.5,13,False,0.447413,0.461538,election_date>=2014-01-01
generals_only,baseline_year,0.5-0.6,0.5,0.6,16,False,0.553031,0.75,election_date>=2014-01-01
generals_only,baseline_year,0.6-0.7,0.6,0.7,11,False,0.650511,0.909091,election_date>=2014-01-01
generals_only,baseline_year,0.7-0.8,0.7,0.8,41,False,0.747433,0.95122,election_date>=2014-01-01
generals_only,baseline_year,0.8-0.9,0.8,0.9,52,False,0.858601,0.884615,election_date>=2014-01-01
generals_only,baseline_year,0.9-1.0,0.9,1.0,163,False,0.971568,1.0,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.0-0.1,0.0,0.1,35,False,0.038214,0.0,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.1-0.2,0.1,0.2,32,False,0.147988,0.03125,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.2-0.3,0.2,0.3,17,False,0.240257,0.294118,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.3-0.4,0.3,0.4,9,True,0.332708,0.222222,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.4-0.5,0.4,0.5,13,False,0.449923,0.461538,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.5-0.6,0.5,0.6,16,False,0.556156,0.6875,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.6-0.7,0.6,0.7,17,False,0.659228,0.941176,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.7-0.8,0.7,0.8,31,False,0.754544,0.870968,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.8-0.9,0.8,0.9,35,False,0.857246,0.914286,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money_wide,0.9-1.0,0.9,1.0,193,False,0.978277,0.994819,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.0-0.1,0.0,0.1,44,False,0.048449,0.0,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.1-0.2,0.1,0.2,26,False,0.143688,0.076923,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.2-0.3,0.2,0.3,19,False,0.254592,0.210526,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.3-0.4,0.3,0.4,12,False,0.352469,0.25,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.4-0.5,0.4,0.5,10,False,0.447475,0.8,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.5-0.6,0.5,0.6,19,False,0.549158,0.789474,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.6-0.7,0.6,0.7,19,False,0.657382,0.894737,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.7-0.8,0.7,0.8,30,False,0.754167,0.9,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.8-0.9,0.8,0.9,38,False,0.852151,0.921053,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing,0.9-1.0,0.9,1.0,181,False,0.979878,1.0,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.0-0.1,0.0,0.1,42,False,0.055125,0.0,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.1-0.2,0.1,0.2,28,False,0.145522,0.071429,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.2-0.3,0.2,0.3,13,False,0.244971,0.076923,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.3-0.4,0.3,0.4,10,False,0.331712,0.3,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.4-0.5,0.4,0.5,17,False,0.446463,0.647059,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.5-0.6,0.5,0.6,16,False,0.550344,0.75,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.6-0.7,0.6,0.7,20,False,0.653869,0.85,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.7-0.8,0.7,0.8,30,False,0.753996,0.866667,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.8-0.9,0.8,0.9,43,False,0.854465,0.953488,election_date>=2014-01-01
two_party_or_strongest,baseline_money_logratio_no_timing_wide,0.9-1.0,0.9,1.0,179,False,0.976069,1.0,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.0-0.1,0.0,0.1,35,False,0.038846,0.0,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.1-0.2,0.1,0.2,33,False,0.150856,0.060606,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.2-0.3,0.2,0.3,16,False,0.24357,0.25,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.3-0.4,0.3,0.4,8,True,0.334844,0.25,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.4-0.5,0.4,0.5,11,False,0.453148,0.454545,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.5-0.6,0.5,0.6,14,False,0.553723,0.642857,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.6-0.7,0.6,0.7,15,False,0.655283,0.933333,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.7-0.8,0.7,0.8,27,False,0.754861,0.888889,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.8-0.9,0.8,0.9,33,False,0.856792,0.909091,election_date>=2014-01-01
generals_only,baseline_timing_money_wide,0.9-1.0,0.9,1.0,184,False,0.978936,0.994565,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.0-0.1,0.0,0.1,44,False,0.048088,0.0,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.1-0.2,0.1,0.2,25,False,0.140875,0.08,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.2-0.3,0.2,0.3,19,False,0.250678,0.210526,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.3-0.4,0.3,0.4,11,False,0.34608,0.181818,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.4-0.5,0.4,0.5,10,False,0.454088,0.9,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.5-0.6,0.5,0.6,12,False,0.549073,0.75,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.6-0.7,0.6,0.7,21,False,0.656964,0.904762,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.7-0.8,0.7,0.8,25,False,0.75694,0.88,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.8-0.9,0.8,0.9,36,False,0.851358,0.916667,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing,0.9-1.0,0.9,1.0,173,False,0.980379,1.0,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.0-0.1,0.0,0.1,41,False,0.054162,0.0,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.1-0.2,0.1,0.2,29,False,0.144634,0.068966,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.2-0.3,0.2,0.3,12,False,0.243865,0.083333,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.3-0.4,0.3,0.4,10,False,0.329113,0.3,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.4-0.5,0.4,0.5,15,False,0.445375,0.666667,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.5-0.6,0.5,0.6,12,False,0.54925,0.75,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.6-0.7,0.6,0.7,18,False,0.652812,0.833333,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.7-0.8,0.7,0.8,25,False,0.751855,0.88,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.8-0.9,0.8,0.9,43,False,0.852503,0.930233,election_date>=2014-01-01
generals_only,baseline_money_logratio_no_timing_wide,0.9-1.0,0.9,1.0,171,False,0.976494,1.0,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.0-0.1,0.0,0.1,44,False,0.048449,0.0,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.1-0.2,0.1,0.2,27,False,0.145644,0.074074,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.2-0.3,0.2,0.3,20,False,0.25325,0.2,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.3-0.4,0.3,0.4,14,False,0.353107,0.214286,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.4-0.5,0.4,0.5,10,False,0.447475,0.8,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.5-0.6,0.5,0.6,20,False,0.550206,0.75,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.6-0.7,0.6,0.7,19,False,0.657382,0.894737,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.7-0.8,0.7,0.8,32,False,0.755871,0.90625,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.8-0.9,0.8,0.9,38,False,0.852151,0.921053,election_date>=2014-01-01
two_party_or_strongest,forecast_14d,0.9-1.0,0.9,1.0,189,False,0.98023,1.0,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.0-0.1,0.0,0.1,42,False,0.055125,0.0,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.1-0.2,0.1,0.2,29,False,0.14728,0.068966,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.2-0.3,0.2,0.3,14,False,0.243741,0.071429,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.3-0.4,0.3,0.4,12,False,0.335917,0.25,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.4-0.5,0.4,0.5,17,False,0.446463,0.647059,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.5-0.6,0.5,0.6,17,False,0.551507,0.705882,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.6-0.7,0.6,0.7,20,False,0.653869,0.85,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.7-0.8,0.7,0.8,32,False,0.755711,0.875,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.8-0.9,0.8,0.9,43,False,0.854465,0.953488,election_date>=2014-01-01
two_party_or_strongest,forecast_60d,0.9-1.0,0.9,1.0,187,False,0.976588,1.0,election_date>=2014-01-01
generals_only,forecast_14d,0.0-0.1,0.0,0.1,44,False,0.048088,0.0,election_date>=2014-01-01
generals_only,forecast_14d,0.1-0.2,0.1,0.2,25,False,0.140875,0.08,election_date>=2014-01-01
generals_only,forecast_14d,0.2-0.3,0.2,0.3,20,False,0.24935,0.2,election_date>=2014-01-01
generals_only,forecast_14d,0.3-0.4,0.3,0.4,13,False,0.349212,0.153846,election_date>=2014-01-01
generals_only,forecast_14d,0.4-0.5,0.4,0.5,10,False,0.454088,0.9,election_date>=2014-01-01
generals_only,forecast_14d,0.5-0.6,0.5,0.6,12,False,0.549073,0.75,election_date>=2014-01-01
generals_only,forecast_14d,0.6-0.7,0.6,0.7,21,False,0.656964,0.904762,election_date>=2014-01-01
generals_only,forecast_14d,0.7-0.8,0.7,0.8,27,False,0.759458,0.888889,election_date>=2014-01-01
generals_only,forecast_14d,0.8-0.9,0.8,0.9,36,False,0.851358,0.916667,election_date>=2014-01-01
generals_only,forecast_14d,0.9-1.0,0.9,1.0,181,False,0.980675,1.0,election_date>=2014-01-01
generals_only,forecast_60d,0.0-0.1,0.0,0.1,41,False,0.054162,0.0,election_date>=2014-01-01
generals_only,forecast_60d,0.1-0.2,0.1,0.2,29,False,0.144634,0.068966,election_date>=2014-01-01
generals_only,forecast_60d,0.2-0.3,0.2,0.3,13,False,0.242346,0.076923,election_date>=2014-01-01
generals_only,forecast_60d,0.3-0.4,0.3,0.4,12,False,0.335333,0.25,election_date>=2014-01-01
generals_only,forecast_60d,0.4-0.5,0.4,0.5,15,False,0.445375,0.666667,election_date>=2014-01-01
generals_only,forecast_60d,0.5-0.6,0.5,0.6,12,False,0.54925,0.75,election_date>=2014-01-01
generals_only,forecast_60d,0.6-0.7,0.6,0.7,18,False,0.652812,0.833333,election_date>=2014-01-01
generals_only,forecast_60d,0.7-0.8,0.7,0.8,27,False,0.75475,0.888889,election_date>=2014-01-01
generals_only,forecast_60d,0.8-0.9,0.8,0.9,43,False,0.852503,0.930233,election_date>=2014-01-01
generals_only,forecast_60d,0.9-1.0,0.9,1.0,179,False,0.976967,1.0,election_date>=2014-01-01
current,baseline,0.0-0.1,0.0,0.1,47,False,0.044386,0.021277,election_date>=2014-01-01
current,baseline,0.1-0.2,0.1,0.2,30,False,0.136367,0.033333,election_date>=2014-01-01
current,baseline,0.2-0.3,0.2,0.3,20,False,0.245162,0.25,election_date>=2014-01-01
current,baseline,0.3-0.4,0.3,0.4,15,False,0.353442,0.466667,election_date>=2014-01-01
current,baseline,0.4-0.5,0.4,0.5,6,True,0.460812,0.333333,election_date>=2014-01-01
current,baseline,0.5-0.6,0.5,0.6,17,False,0.544169,0.705882,election_date>=2014-01-01
current,baseline,0.6-0.7,0.6,0.7,28,False,0.665085,0.857143,election_date>=2014-01-01
current,baseline,0.7-0.8,0.7,0.8,34,False,0.750882,0.911765,election_date>=2014-01-01
current,baseline,0.8-0.9,0.8,0.9,51,False,0.850152,0.901961,election_date>=2014-01-01
current,baseline,0.9-1.0,0.9,1.0,176,False,0.97006,0.994318,election_date>=2014-01-01
current,baseline_tenure_cap4,0.0-0.1,0.0,0.1,54,False,0.04153,0.037037,election_date>=2014-01-01
current,baseline_tenure_cap4,0.1-0.2,0.1,0.2,28,False,0.144143,0.071429,election_date>=2014-01-01
current,baseline_tenure_cap4,0.2-0.3,0.2,0.3,19,False,0.252164,0.315789,election_date>=2014-01-01
current,baseline_tenure_cap4,0.3-0.4,0.3,0.4,8,True,0.336078,0.25,election_date>=2014-01-01
current,baseline_tenure_cap4,0.4-0.5,0.4,0.5,10,False,0.450025,0.4,election_date>=2014-01-01
current,baseline_tenure_cap4,0.5-0.6,0.5,0.6,16,False,0.540789,0.75,election_date>=2014-01-01
current,baseline_tenure_cap4,0.6-0.7,0.6,0.7,29,False,0.663858,0.827586,election_date>=2014-01-01
current,baseline_tenure_cap4,0.7-0.8,0.7,0.8,41,False,0.749232,0.95122,election_date>=2014-01-01
current,baseline_tenure_cap4,0.8-0.9,0.8,0.9,47,False,0.85675,0.87234,election_date>=2014-01-01
current,baseline_tenure_cap4,0.9-1.0,0.9,1.0,172,False,0.971711,1.0,election_date>=2014-01-01
current,baseline_tenure_cap2,0.0-0.1,0.0,0.1,49,False,0.045962,0.020408,election_date>=2014-01-01
current,baseline_tenure_cap2,0.1-0.2,0.1,0.2,27,False,0.143593,0.037037,election_date>=2014-01-01
current,baseline_tenure_cap2,0.2-0.3,0.2,0.3,22,False,0.243068,0.318182,election_date>=2014-01-01
current,baseline_tenure_cap2,0.3-0.4,0.3,0.4,14,False,0.355634,0.357143,election_date>=2014-01-01
current,baseline_tenure_cap2,0.4-0.5,0.4,0.5,6,True,0.458458,0.333333,election_date>=2014-01-01
current,baseline_tenure_cap2,0.5-0.6,0.5,0.6,18,False,0.539069,0.722222,election_date>=2014-01-01
current,baseline_tenure_cap2,0.6-0.7,0.6,0.7,28,False,0.666987,0.821429,election_date>=2014-01-01
current,baseline_tenure_cap2,0.7-0.8,0.7,0.8,34,False,0.751004,0.941176,election_date>=2014-01-01
current,baseline_tenure_cap2,0.8-0.9,0.8,0.9,54,False,0.85219,0.888889,election_date>=2014-01-01
current,baseline_tenure_cap2,0.9-1.0,0.9,1.0,172,False,0.971573,1.0,election_date>=2014-01-01
current,baseline_tenure_cap6,0.0-0.1,0.0,0.1,61,False,0.043725,0.032787,election_date>=2014-01-01
current,baseline_tenure_cap6,0.1-0.2,0.1,0.2,22,False,0.150835,0.045455,election_date>=2014-01-01
current,baseline_tenure_cap6,0.2-0.3,0.2,0.3,19,False,0.252895,0.368421,election_date>=2014-01-01
current,baseline_tenure_cap6,0.3-0.4,0.3,0.4,9,True,0.341361,0.333333,election_date>=2014-01-01
current,baseline_tenure_cap6,0.4-0.5,0.4,0.5,5,True,0.440425,0.2,election_date>=2014-01-01
current,baseline_tenure_cap6,0.5-0.6,0.5,0.6,19,False,0.538638,0.736842,election_date>=2014-01-01
current,baseline_tenure_cap6,0.6-0.7,0.6,0.7,27,False,0.668324,0.814815,election_date>=2014-01-01
current,baseline_tenure_cap6,0.7-0.8,0.7,0.8,42,False,0.749554,0.952381,election_date>=2014-01-01
current,baseline_tenure_cap6,0.8-0.9,0.8,0.9,48,False,0.854294,0.916667,election_date>=2014-01-01
current,baseline_tenure_cap6,0.9-1.0,0.9,1.0,172,False,0.972174,0.988372,election_date>=2014-01-01
two_party,baseline,0.0-0.1,0.0,0.1,50,False,0.035615,0.04,election_date>=2014-01-01
two_party,baseline,0.1-0.2,0.1,0.2,28,False,0.138804,0.107143,election_date>=2014-01-01
two_party,baseline,0.2-0.3,0.2,0.3,16,False,0.233891,0.375,election_date>=2014-01-01
two_party,baseline,0.3-0.4,0.3,0.4,6,True,0.34975,0.666667,election_date>=2014-01-01
two_party,baseline,0.4-0.5,0.4,0.5,14,False,0.44083,0.5,election_date>=2014-01-01
two_party,baseline,0.5-0.6,0.5,0.6,11,False,0.544784,0.636364,election_date>=2014-01-01
two_party,baseline,0.6-0.7,0.6,0.7,31,False,0.646492,0.903226,election_date>=2014-01-01
two_party,baseline,0.7-0.8,0.7,0.8,26,False,0.750231,0.846154,election_date>=2014-01-01
two_party,baseline,0.8-0.9,0.8,0.9,39,False,0.853202,0.897436,election_date>=2014-01-01
two_party,baseline,0.9-1.0,0.9,1.0,125,False,0.972368,0.984,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.0-0.1,0.0,0.1,57,False,0.035827,0.035088,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.1-0.2,0.1,0.2,27,False,0.153907,0.185185,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.2-0.3,0.2,0.3,12,False,0.240635,0.416667,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.3-0.4,0.3,0.4,5,True,0.363575,0.4,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.4-0.5,0.4,0.5,13,False,0.440288,0.615385,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.5-0.6,0.5,0.6,13,False,0.537933,0.692308,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.6-0.7,0.6,0.7,30,False,0.647829,0.866667,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.7-0.8,0.7,0.8,32,False,0.748277,0.90625,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.8-0.9,0.8,0.9,33,False,0.855598,0.909091,election_date>=2014-01-01
two_party,baseline_tenure_cap4,0.9-1.0,0.9,1.0,124,False,0.971757,0.975806,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.0-0.1,0.0,0.1,49,False,0.033179,0.040816,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.1-0.2,0.1,0.2,29,False,0.144103,0.103448,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.2-0.3,0.2,0.3,17,False,0.234544,0.411765,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.3-0.4,0.3,0.4,6,True,0.356729,0.5,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.4-0.5,0.4,0.5,14,False,0.440286,0.571429,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.5-0.6,0.5,0.6,13,False,0.544125,0.692308,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.6-0.7,0.6,0.7,30,False,0.652612,0.9,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.7-0.8,0.7,0.8,26,False,0.754062,0.846154,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.8-0.9,0.8,0.9,37,False,0.851145,0.891892,election_date>=2014-01-01
two_party,baseline_tenure_cap2,0.9-1.0,0.9,1.0,125,False,0.972449,0.984,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.0-0.1,0.0,0.1,58,False,0.032884,0.034483,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.1-0.2,0.1,0.2,26,False,0.151649,0.153846,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.2-0.3,0.2,0.3,12,False,0.240458,0.416667,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.3-0.4,0.3,0.4,5,True,0.360575,0.4,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.4-0.5,0.4,0.5,13,False,0.441433,0.692308,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.5-0.6,0.5,0.6,14,False,0.546821,0.714286,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.6-0.7,0.6,0.7,26,False,0.652601,0.846154,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.7-0.8,0.7,0.8,35,False,0.746836,0.914286,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.8-0.9,0.8,0.9,35,False,0.859146,0.885714,election_date>=2014-01-01
two_party,baseline_tenure_cap6,0.9-1.0,0.9,1.0,122,False,0.972844,0.983607,election_date>=2014-01-01
two_party_or_strongest,baseline,0.0-0.1,0.0,0.1,42,False,0.043976,0.02381,election_date>=2014-01-01
two_party_or_strongest,baseline,0.1-0.2,0.1,0.2,27,False,0.141602,0.037037,election_date>=2014-01-01
two_party_or_strongest,baseline,0.2-0.3,0.2,0.3,19,False,0.248382,0.263158,election_date>=2014-01-01
two_party_or_strongest,baseline,0.3-0.4,0.3,0.4,10,False,0.332725,0.5,election_date>=2014-01-01
two_party_or_strongest,baseline,0.4-0.5,0.4,0.5,8,True,0.441562,0.375,election_date>=2014-01-01
two_party_or_strongest,baseline,0.5-0.6,0.5,0.6,18,False,0.53825,0.555556,election_date>=2014-01-01
two_party_or_strongest,baseline,0.6-0.7,0.6,0.7,31,False,0.668093,0.903226,election_date>=2014-01-01
two_party_or_strongest,baseline,0.7-0.8,0.7,0.8,29,False,0.752922,0.896552,election_date>=2014-01-01
two_party_or_strongest,baseline,0.8-0.9,0.8,0.9,53,False,0.853177,0.90566,election_date>=2014-01-01
two_party_or_strongest,baseline,0.9-1.0,0.9,1.0,176,False,0.973647,0.994318,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.0-0.1,0.0,0.1,48,False,0.040036,0.020833,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.1-0.2,0.1,0.2,22,False,0.139,0.090909,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.2-0.3,0.2,0.3,23,False,0.249152,0.26087,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.3-0.4,0.3,0.4,6,True,0.338688,0.5,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.4-0.5,0.4,0.5,9,True,0.458667,0.333333,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.5-0.6,0.5,0.6,18,False,0.544056,0.722222,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.6-0.7,0.6,0.7,26,False,0.662149,0.846154,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.7-0.8,0.7,0.8,42,False,0.748256,0.928571,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.8-0.9,0.8,0.9,43,False,0.856814,0.883721,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap4,0.9-1.0,0.9,1.0,176,False,0.973612,0.994318,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.0-0.1,0.0,0.1,43,False,0.044183,0.023256,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.1-0.2,0.1,0.2,24,False,0.141547,0.041667,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.2-0.3,0.2,0.3,23,False,0.24838,0.217391,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.3-0.4,0.3,0.4,8,True,0.337359,0.625,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.4-0.5,0.4,0.5,10,False,0.449125,0.4,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.5-0.6,0.5,0.6,18,False,0.541806,0.611111,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.6-0.7,0.6,0.7,29,False,0.666625,0.862069,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.7-0.8,0.7,0.8,32,False,0.753836,0.9375,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.8-0.9,0.8,0.9,48,False,0.849995,0.895833,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap2,0.9-1.0,0.9,1.0,178,False,0.972811,0.994382,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.0-0.1,0.0,0.1,53,False,0.042894,0.037736,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.1-0.2,0.1,0.2,18,False,0.144951,0.0,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.2-0.3,0.2,0.3,24,False,0.252682,0.291667,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.3-0.4,0.3,0.4,5,True,0.362275,0.6,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.4-0.5,0.4,0.5,6,True,0.465604,0.333333,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.5-0.6,0.5,0.6,18,False,0.530799,0.666667,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.6-0.7,0.6,0.7,25,False,0.66086,0.84,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.7-0.8,0.7,0.8,43,False,0.74548,0.930233,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.8-0.9,0.8,0.9,45,False,0.854153,0.911111,election_date>=2014-01-01
two_party_or_strongest,baseline_tenure_cap6,0.9-1.0,0.9,1.0,176,False,0.973904,0.988636,election_date>=2014-01-01
generals_only,baseline,0.0-0.1,0.0,0.1,40,False,0.041009,0.025,election_date>=2014-01-01
generals_only,baseline,0.1-0.2,0.1,0.2,30,False,0.143738,0.033333,election_date>=2014-01-01
generals_only,baseline,0.2-0.3,0.2,0.3,16,False,0.251891,0.3125,election_date>=2014-01-01
generals_only,baseline,0.3-0.4,0.3,0.4,9,True,0.330569,0.444444,election_date>=2014-01-01
generals_only,baseline,0.4-0.5,0.4,0.5,8,True,0.441281,0.5,election_date>=2014-01-01
