definition,variant,segment_type,segment_value,n_races,small_sample,rmse,mae,bias,r2,coverage_90,crps,win_accuracy,win_log_loss,bias_presidential_years,bias_non_presidential_years,pres_bias_gap,folds_failing_diagnostics,folds_refused,folds_absent,as_of,skipped_years
current,baseline_money_logratio,pres_elec,False,248,False,14.837278,11.107393,-6.104462,0.708628,0.866935,8.129346,0.907258,0.228918,,,,,,,,2019
current,baseline_money_logratio,pres_elec,True,161,False,11.728886,9.275605,3.572451,0.813694,0.937888,6.646282,0.937888,0.180348,,,,,,,,2019
current,baseline_money_logratio,redistricting_cycle,2011,287,False,14.197579,10.742825,-4.966767,0.750037,0.888502,7.797733,0.912892,0.223468,,,,,,,,2019
current,baseline_money_logratio,redistricting_cycle,2021,122,False,12.444374,9.547665,3.989509,0.749307,0.909836,6.952294,0.934426,0.17764,,,,,,,,2019
current,baseline_money_logratio,no_dem_candidate,False,398,False,13.345225,10.096717,-2.757438,0.742906,0.904523,7.336269,0.919598,0.21098,,,,,,,,2019
current,baseline_money_logratio,no_dem_candidate,True,11,False,23.085508,20.864767,14.428947,0.389089,0.545455,15.117663,0.909091,0.16705,,,,,,,,2019
current,baseline_money_logratio,admitted_by_write_in,False,409,False,13.698122,10.386323,-2.295213,0.749857,0.894866,7.545548,0.919315,0.209798,,,,,,,,2019
current,baseline_money_logratio,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_money_diff,pooled,all,409,False,15.3615,11.525953,-2.800247,0.685419,0.9022,8.401358,0.914425,0.223095,2.725202,-6.387332,9.112534,,,2023,election-14d,2019
current,baseline_money_diff,fold,2014,89,False,15.222537,11.344847,-5.206397,0.706696,0.898876,8.274948,0.88764,0.275539,,,,,,,,2019
current,baseline_money_diff,fold,2015,3,True,29.926049,22.628605,-22.628605,0.302571,0.666667,18.430512,0.666667,0.414782,,,,,,,,2019
current,baseline_money_diff,fold,2016,62,False,13.419186,10.742497,0.729794,0.798955,0.935484,7.563304,0.967742,0.143386,,,,,,,,2019
current,baseline_money_diff,fold,2017,5,True,29.24275,19.104156,-16.608135,0.231026,0.8,15.944871,0.6,0.386936,,,,,,,,2019
current,baseline_money_diff,fold,2018,71,False,18.510359,14.302802,-11.990529,0.588585,0.830986,10.340805,0.929577,0.233171,,,,,,,,2019
current,baseline_money_diff,fold,2020,55,False,12.339897,9.166978,-2.70682,0.750318,0.945455,6.8346,0.909091,0.22885,,,,,,,,2019
current,baseline_money_diff,fold,2021,2,True,16.032669,14.963898,-5.755712,0.318286,1.0,9.529196,1.0,0.057403,,,,,,,,2019
current,baseline_money_diff,fold,2022,70,False,13.061076,9.25145,0.179511,0.711336,0.914286,7.145157,0.928571,0.189987,,,,,,,,2019
current,baseline_money_diff,fold,2024,52,False,15.569908,13.034036,8.132618,0.626735,0.923077,8.96971,0.903846,0.232655,,,,,,,,2019
current,baseline_money_diff,office,State Representative,312,False,15.698337,11.615078,-3.363322,0.69814,0.887821,8.582579,0.923077,0.231625,,,,,,,,2019
current,baseline_money_diff,office,State Senate,97,False,14.224075,11.239283,-0.989116,0.619278,0.948454,7.818463,0.886598,0.195659,,,,,,,,2019
current,baseline_money_diff,is_special,False,387,False,14.79416,11.218575,-2.142913,0.707667,0.909561,8.15007,0.922481,0.215363,,,,,,,,2019
current,baseline_money_diff,is_special,True,22,False,23.171747,16.933009,-14.363336,0.232095,0.772727,12.82175,0.772727,0.359101,,,,,,,,2019
current,baseline_money_diff,pres_elec,False,248,False,16.539669,12.087282,-6.387332,0.63793,0.875,8.948264,0.903226,0.242323,,,,,,,,2019
current,baseline_money_diff,pres_elec,True,161,False,13.344692,10.661296,2.725202,0.758827,0.944099,7.55892,0.931677,0.193476,,,,,,,,2019
current,baseline_money_diff,redistricting_cycle,2011,287,False,15.835245,11.807468,-5.507884,0.689045,0.89547,8.604772,0.912892,0.229438,,,,,,,,2019
current,baseline_money_diff,redistricting_cycle,2021,122,False,14.184778,10.8637,3.56936,0.674282,0.918033,7.922835,0.918033,0.208174,,,,,,,,2019
current,baseline_money_diff,no_dem_candidate,False,398,False,14.862879,11.116383,-3.215753,0.681106,0.917085,8.104372,0.917085,0.219938,,,,,,,,2019
current,baseline_money_diff,no_dem_candidate,True,11,False,27.95092,26.344943,12.233523,0.104448,0.363636,19.146849,0.818182,0.337311,,,,,,,,2019
current,baseline_money_diff,admitted_by_write_in,False,409,False,15.3615,11.525953,-2.800247,0.685419,0.9022,8.401358,0.914425,0.223095,,,,,,,,2019
current,baseline_money_diff,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_money_both,pooled,all,409,False,13.739465,10.420232,-2.33987,0.748345,0.904645,7.557773,0.92176,0.210124,3.551878,-6.164754,9.716632,,,2023,election-14d,2019
current,baseline_money_both,fold,2014,89,False,14.242221,10.721727,-4.600133,0.743256,0.898876,7.845512,0.876404,0.274886,,,,,,,,2019
current,baseline_money_both,fold,2015,3,True,21.62038,16.959793,-16.959793,0.635978,0.666667,13.172963,1.0,0.371308,,,,,,,,2019
current,baseline_money_both,fold,2016,62,False,11.314418,8.924882,1.022805,0.857076,0.951613,6.388168,0.967742,0.13294,,,,,,,,2019
current,baseline_money_both,fold,2017,5,True,26.748319,17.542922,-15.730662,0.356619,0.6,14.675325,0.6,0.39091,,,,,,,,2019
current,baseline_money_both,fold,2018,71,False,16.562828,13.27323,-11.6354,0.670603,0.84507,9.365155,0.929577,0.230722,,,,,,,,2019
current,baseline_money_both,fold,2020,55,False,11.523474,8.650469,-2.30536,0.782264,0.945455,6.380056,0.927273,0.217707,,,,,,,,2019
current,baseline_money_both,fold,2021,2,True,14.969809,13.917097,-5.51449,0.405677,1.0,8.993183,1.0,0.043357,,,,,,,,2019
current,baseline_money_both,fold,2022,70,False,11.498564,8.317064,-0.558444,0.776271,0.914286,6.312327,0.942857,0.152672,,,,,,,,2019
current,baseline_money_both,fold,2024,52,False,13.696228,11.298092,10.029847,0.711167,0.923077,7.850736,0.923077,0.212231,,,,,,,,2019
current,baseline_money_both,office,State Representative,312,False,13.923964,10.581905,-2.703645,0.762522,0.897436,7.690071,0.926282,0.218461,,,,,,,,2019
current,baseline_money_both,office,State Senate,97,False,13.128454,9.900211,-1.169791,0.67567,0.927835,7.132235,0.907216,0.183307,,,,,,,,2019
current,baseline_money_both,is_special,False,387,False,13.261329,10.142429,-1.716197,0.765106,0.914729,7.33562,0.930233,0.201667,,,,,,,,2019
current,baseline_money_both,is_special,True,22,False,20.39295,15.307043,-13.310844,0.405229,0.727273,11.465643,0.772727,0.35889,,,,,,,,2019
current,baseline_money_both,pres_elec,False,248,False,14.90391,11.155237,-6.164754,0.706006,0.875,8.158587,0.907258,0.229847,,,,,,,,2019
current,baseline_money_both,pres_elec,True,161,False,11.721598,9.288051,3.551878,0.813926,0.950311,6.632295,0.944099,0.179742,,,,,,,,2019
current,baseline_money_both,redistricting_cycle,2011,287,False,14.240153,10.774145,-5.015567,0.748535,0.898955,7.80846,0.916376,0.223754,,,,,,,,2019
current,baseline_money_both,redistricting_cycle,2021,122,False,12.482675,9.587666,3.954598,0.747761,0.918033,6.968042,0.934426,0.178058,,,,,,,,2019
current,baseline_money_both,no_dem_candidate,False,398,False,13.392111,10.135063,-2.799657,0.741096,0.914573,7.350322,0.922111,0.211289,,,,,,,,2019
current,baseline_money_both,no_dem_candidate,True,11,False,23.016511,20.738185,14.296055,0.392736,0.545455,15.063712,0.909091,0.167939,,,,,,,,2019
current,baseline_money_both,admitted_by_write_in,False,409,False,13.739465,10.420232,-2.33987,0.748345,0.904645,7.557773,0.92176,0.210124,,,,,,,,2019
current,baseline_money_both,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
current,baseline_money_logratio_wide,pooled,all,409,False,13.907619,10.460331,-2.339396,0.742148,0.897311,7.624282,0.91687,0.209858,3.488045,-6.122533,9.610577,,,2023,election-60d,2019
current,baseline_money_logratio_wide,fold,2014,89,False,14.154908,10.75502,-4.816255,0.746395,0.88764,7.799893,0.88764,0.270875,,,,,,,,2019
current,baseline_money_logratio_wide,fold,2015,3,True,19.929028,15.305914,-15.305914,0.690705,0.666667,11.854845,1.0,0.346904,,,,,,,,2019
current,baseline_money_logratio_wide,fold,2016,62,False,12.383298,9.317143,0.876782,0.828796,0.919355,6.914185,0.967742,0.13885,,,,,,,,2019
current,baseline_money_logratio_wide,fold,2017,5,True,29.760038,19.476469,-17.417619,0.20358,0.6,16.719265,0.6,0.371829,,,,,,,,2019
current,baseline_money_logratio_wide,fold,2018,71,False,16.735554,13.039036,-11.506982,0.663697,0.830986,9.334173,0.915493,0.228082,,,,,,,,2019
current,baseline_money_logratio_wide,fold,2020,55,False,11.403477,8.963893,-1.634643,0.786775,0.945455,6.470479,0.890909,0.223593,,,,,,,,2019
current,baseline_money_logratio_wide,fold,2021,2,True,16.44009,15.103123,-6.494017,0.283199,1.0,9.909421,1.0,0.051716,,,,,,,,2019
current,baseline_money_logratio_wide,fold,2022,70,False,10.873345,7.767448,-0.400277,0.799939,0.928571,6.032885,0.942857,0.151715,,,,,,,,2019
current,baseline_money_logratio_wide,fold,2024,52,False,14.071068,11.680816,9.584377,0.695141,0.923077,7.991869,0.923077,0.211549,,,,,,,,2019
current,baseline_money_logratio_wide,office,State Representative,312,False,14.254597,10.757297,-2.419275,0.75111,0.878205,7.85393,0.919872,0.214819,,,,,,,,2019
current,baseline_money_logratio_wide,office,State Senate,97,False,12.727581,9.505141,-2.082465,0.695175,0.958763,6.885619,0.907216,0.1939,,,,,,,,2019
current,baseline_money_logratio_wide,is_special,False,387,False,13.456529,10.198657,-1.762976,0.75814,0.904393,7.422067,0.925065,0.202708,,,,,,,,2019
current,baseline_money_logratio_wide,is_special,True,22,False,20.262245,15.063425,-12.479154,0.412828,0.772727,11.181426,0.772727,0.335625,,,,,,,,2019
current,baseline_money_logratio_wide,pres_elec,False,248,False,14.788999,10.928837,-6.122533,0.710522,0.875,8.034772,0.907258,0.226994,,,,,,,,2019
current,baseline_money_logratio_wide,pres_elec,True,161,False,12.428265,9.738657,3.488045,0.790814,0.931677,6.991975,0.931677,0.183462,,,,,,,,2019
current,baseline_money_logratio_wide,redistricting_cycle,2011,287,False,14.523527,10.895999,-4.972757,0.738428,0.885017,7.945827,0.909408,0.223733,,,,,,,,2019
current,baseline_money_logratio_wide,redistricting_cycle,2021,122,False,12.33807,9.435441,3.855477,0.753572,0.92623,6.867862,0.934426,0.177218,,,,,,,,2019
current,baseline_money_logratio_wide,no_dem_candidate,False,398,False,13.559239,10.161998,-2.7712,0.734594,0.907035,7.41791,0.917085,0.21037,,,,,,,,2019
current,baseline_money_logratio_wide,no_dem_candidate,True,11,False,23.2302,21.254586,13.28407,0.381407,0.545455,15.09119,0.909091,0.191317,,,,,,,,2019
current,baseline_money_logratio_wide,admitted_by_write_in,False,409,False,13.907619,10.460331,-2.339396,0.742148,0.897311,7.624282,0.91687,0.209858,,,,,,,,2019
current,baseline_money_logratio_wide,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline,pooled,all,346,False,12.733888,9.707513,-2.423118,0.694832,0.916185,7.045045,0.890173,0.282469,3.980814,-6.136814,10.117628,,,,not dated,2019
two_party,baseline,fold,2014,81,False,12.983521,9.95884,-4.165607,0.747308,0.925926,7.183068,0.864198,0.337549,,,,,,,,2019
two_party,baseline,fold,2015,2,True,9.518017,7.188691,-6.238219,0.135768,1.0,5.55594,1.0,0.519353,,,,,,,,2019
two_party,baseline,fold,2016,48,False,11.614573,9.186409,1.812593,0.807348,0.916667,6.609121,0.916667,0.199496,,,,,,,,2019
two_party,baseline,fold,2017,4,True,12.693884,8.764507,-8.102422,0.694847,0.75,6.990722,0.75,0.464411,,,,,,,,2019
two_party,baseline,fold,2018,61,False,15.871926,12.527876,-11.470643,0.440765,0.819672,9.09648,0.885246,0.321218,,,,,,,,2019
two_party,baseline,fold,2020,47,False,12.60568,9.459586,-2.16586,0.649941,0.957447,6.752442,0.87234,0.263538,,,,,,,,2019
two_party,baseline,fold,2021,2,True,29.443868,23.797855,-17.337919,-0.428958,0.5,19.142973,1.0,0.082179,,,,,,,,2019
two_party,baseline,fold,2022,60,False,8.81927,6.180041,-1.529666,0.729314,0.966667,5.044183,0.916667,0.224989,,,,,,,,2019
two_party,baseline,fold,2023,1,True,8.089173,8.089173,8.089173,,1.0,4.912957,1.0,0.621524,,,,,,,,2019
two_party,baseline,fold,2024,40,False,12.091178,10.661555,9.419202,0.741917,0.95,7.033614,0.9,0.291372,,,,,,,,2019
two_party,baseline,office,State Representative,256,False,13.108911,9.860285,-2.608536,0.692793,0.90625,7.21306,0.894531,0.284533,,,,,,,,2019
two_party,baseline,office,State Senate,90,False,11.60106,9.272963,-1.895709,0.688282,0.944444,6.567136,0.877778,0.276598,,,,,,,,2019
two_party,baseline,is_special,False,324,False,12.026748,9.324639,-1.890993,0.722272,0.929012,6.724443,0.895062,0.272981,,,,,,,,2019
two_party,baseline,is_special,True,22,False,20.494276,15.346207,-10.25987,0.377927,0.727273,11.76664,0.818182,0.422198,,,,,,,,2019
two_party,baseline,pres_elec,False,219,False,13.645003,10.038891,-6.136814,0.631653,0.894977,7.468404,0.885845,0.306135,,,,,,,,2019
two_party,baseline,pres_elec,True,127,False,10.98668,9.136083,3.980814,0.789967,0.952756,6.315001,0.897638,0.24166,,,,,,,,2019
two_party,baseline,redistricting_cycle,2011,245,False,13.63137,10.422228,-4.618271,0.678905,0.897959,7.545621,0.881633,0.293708,,,,,,,,2019
two_party,baseline,redistricting_cycle,2021,101,False,10.234899,7.9738,2.901755,0.739176,0.960396,5.830777,0.910891,0.255206,,,,,,,,2019
two_party,baseline,no_dem_candidate,False,346,False,12.733888,9.707513,-2.423118,0.694832,0.916185,7.045045,0.890173,0.282469,,,,,,,,2019
two_party,baseline,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline,admitted_by_write_in,False,346,False,12.733888,9.707513,-2.423118,0.694832,0.916185,7.045045,0.890173,0.282469,,,,,,,,2019
two_party,baseline,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_special,pooled,all,346,False,12.8303,9.78892,-2.531653,0.690194,0.910405,7.094886,0.887283,0.286838,3.936977,-6.282867,10.219845,,,,not dated,2019
two_party,baseline_special,fold,2014,81,False,13.023327,9.991015,-4.113147,0.745756,0.91358,7.207662,0.864198,0.343274,,,,,,,,2019
two_party,baseline_special,fold,2015,2,True,9.737003,7.144028,-6.616048,0.095542,1.0,5.662187,1.0,0.523937,,,,,,,,2019
two_party,baseline_special,fold,2016,48,False,11.60006,9.180097,1.811578,0.807829,0.916667,6.586475,0.916667,0.199777,,,,,,,,2019
two_party,baseline_special,fold,2017,4,True,12.060088,8.267774,-6.871173,0.724559,0.75,6.661359,0.75,0.450846,,,,,,,,2019
two_party,baseline_special,fold,2018,61,False,16.159001,12.741477,-11.744171,0.420352,0.819672,9.268097,0.885246,0.330074,,,,,,,,2019
two_party,baseline_special,fold,2020,47,False,12.80772,9.548918,-2.33217,0.63863,0.93617,6.822451,0.87234,0.267754,,,,,,,,2019
two_party,baseline_special,fold,2021,2,True,28.122973,23.797716,-14.985671,-0.303623,0.5,18.475353,1.0,0.0547,,,,,,,,2019
two_party,baseline_special,fold,2022,60,False,8.96407,6.316269,-1.972814,0.720352,0.966667,5.110731,0.916667,0.230015,,,,,,,,2019
two_party,baseline_special,fold,2023,1,True,10.493536,10.493536,10.493536,,1.0,6.290491,0.0,0.79076,,,,,,,,2019
two_party,baseline_special,fold,2024,40,False,12.080926,10.6649,9.370679,0.742355,0.95,7.024875,0.9,0.289506,,,,,,,,2019
two_party,baseline_special,office,State Representative,256,False,13.184068,9.918798,-2.699701,0.68926,0.902344,7.245734,0.898438,0.287207,,,,,,,,2019
two_party,baseline_special,office,State Senate,90,False,11.766011,9.41949,-2.053647,0.679355,0.933333,6.665806,0.855556,0.285788,,,,,,,,2019
two_party,baseline_special,is_special,False,324,False,12.118657,9.388488,-2.012702,0.718011,0.925926,6.766593,0.891975,0.276104,,,,,,,,2019
two_party,baseline_special,is_special,True,22,False,20.642089,15.6862,-10.174384,0.368921,0.681818,11.929732,0.818182,0.444925,,,,,,,,2019
two_party,baseline_special,pres_elec,False,219,False,13.790908,10.171541,-6.282867,0.623734,0.885845,7.555255,0.881279,0.31339,,,,,,,,2019
two_party,baseline_special,pres_elec,True,127,False,10.978119,9.129125,3.936977,0.790294,0.952756,6.30102,0.897638,0.24105,,,,,,,,2019
two_party,baseline_special,redistricting_cycle,2011,245,False,13.730349,10.493472,-4.664913,0.674225,0.889796,7.595514,0.881633,0.298261,,,,,,,,2019
two_party,baseline_special,redistricting_cycle,2021,101,False,10.32604,8.079858,2.643088,0.73451,0.960396,5.880489,0.90099,0.259128,,,,,,,,2019
two_party,baseline_special,no_dem_candidate,False,346,False,12.8303,9.78892,-2.531653,0.690194,0.910405,7.094886,0.887283,0.286838,,,,,,,,2019
two_party,baseline_special,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_special,admitted_by_write_in,False,346,False,12.8303,9.78892,-2.531653,0.690194,0.910405,7.094886,0.887283,0.286838,,,,,,,,2019
two_party,baseline_special,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_num_candidates,pooled,all,346,False,12.798123,9.786212,-2.472936,0.691746,0.910405,7.08532,0.887283,0.286091,3.92029,-6.180424,10.100714,,,,not dated,2019
two_party,baseline_num_candidates,fold,2014,81,False,13.258119,10.228762,-4.304932,0.736506,0.901235,7.350079,0.864198,0.347427,,,,,,,,2019
two_party,baseline_num_candidates,fold,2015,2,True,9.868101,7.475745,-6.441478,0.071023,1.0,5.729508,1.0,0.526258,,,,,,,,2019
two_party,baseline_num_candidates,fold,2016,48,False,11.694074,9.250229,1.844406,0.804702,0.916667,6.648356,0.916667,0.203704,,,,,,,,2019
two_party,baseline_num_candidates,fold,2017,4,True,12.809722,8.878017,-8.184482,0.689253,0.75,7.106728,0.75,0.474799,,,,,,,,2019
two_party,baseline_num_candidates,fold,2018,61,False,15.886429,12.568585,-11.511253,0.439743,0.819672,9.101762,0.885246,0.322493,,,,,,,,2019
two_party,baseline_num_candidates,fold,2020,47,False,12.5369,9.461544,-2.227108,0.653751,0.957447,6.732643,0.851064,0.264696,,,,,,,,2019
two_party,baseline_num_candidates,fold,2021,2,True,29.451997,24.00082,-17.069879,-0.429747,0.5,19.127613,1.0,0.07927,,,,,,,,2019
two_party,baseline_num_candidates,fold,2022,60,False,8.789222,6.181323,-1.491177,0.731155,0.966667,5.027269,0.916667,0.226055,,,,,,,,2019
two_party,baseline_num_candidates,fold,2023,1,True,8.149409,8.149409,8.149409,,1.0,4.941142,1.0,0.630642,,,,,,,,2019
two_party,baseline_num_candidates,fold,2024,40,False,12.041903,10.615458,9.31186,0.744017,0.95,7.017082,0.9,0.291274,,,,,,,,2019
two_party,baseline_num_candidates,office,State Representative,256,False,13.182791,9.947728,-2.642947,0.68932,0.898438,7.256986,0.890625,0.28879,,,,,,,,2019
two_party,baseline_num_candidates,office,State Senate,90,False,11.634626,9.326786,-1.98935,0.686476,0.944444,6.597027,0.877778,0.278413,,,,,,,,2019
two_party,baseline_num_candidates,is_special,False,324,False,12.087914,9.39828,-1.947434,0.719439,0.92284,6.760511,0.891975,0.276139,,,,,,,,2019
two_party,baseline_num_candidates,is_special,True,22,False,20.593352,15.499393,-10.212153,0.371898,0.727273,11.868881,0.818182,0.432646,,,,,,,,2019
two_party,baseline_num_candidates,pres_elec,False,219,False,13.727877,10.148031,-6.180424,0.627165,0.885845,7.523898,0.885845,0.310598,,,,,,,,2019
