definition,left_variant,right_variant,segment_type,segment_value,n_races,left_rmse,right_rmse,rmse_difference,ci_low,ci_high,interval_spans_zero,interval_available,verdict,races_favouring_left,races_favouring_right,small_sample,resampling_unit,n_clusters,bootstrap_resamples,bootstrap_seed,nesting,terms_added,terms_removed,left_components,right_components,left_mae,right_mae,mae_difference,left_bias,right_bias,bias_difference,left_coverage_90,right_coverage_90,coverage_90_difference,left_crps,right_crps,crps_difference,left_win_accuracy,right_win_accuracy,win_accuracy_difference,left_brier_score,right_brier_score,brier_score_difference,left_win_log_loss,right_win_log_loss,win_log_loss_difference,left_r2,right_r2,r2_difference,left_experiment_role,right_experiment_role,left_censored_races,censor_exclusions_left,censor_exclusions_right
current,baseline,baseline_national_env,office,State Senate,101,14.165396,14.360216,-0.19482,-3.67808,2.336298,True,True,undecided,50,51,False,election_date,14,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_national_env,pres_elec,False,261,16.833218,16.188809,0.644409,-1.939919,2.585918,True,True,undecided,122,139,False,election_date,20,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_national_env,pres_elec,True,163,13.42795,13.515209,-0.087259,-0.183123,-0.013545,False,True,baseline lower,89,74,False,election_date,3,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_national_env,no_dem_candidate,False,413,15.122938,14.665915,0.457023,-1.119054,1.980607,True,True,undecided,208,205,False,election_date,23,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_national_env,no_dem_candidate,True,11,28.432215,29.145677,-0.713463,-6.277647,1.209443,True,True,undecided,3,8,False,election_date,5,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_national_env,incumbent_status,Dem_Incumbent,211,14.45127,14.023912,0.427359,-0.224727,1.349588,True,True,undecided,113,98,False,election_date,6,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_national_env,incumbent_status,GOP_Incumbent,100,15.250063,14.605896,0.644167,-0.349182,1.690729,True,True,undecided,45,55,False,election_date,6,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_national_env,incumbent_status,No_Incumbent,113,17.855175,17.68589,0.169285,-2.641812,2.523976,True,True,undecided,53,60,False,election_date,23,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,pooled,all,409,15.742997,13.717954,2.025043,1.236729,2.816453,False,True,baseline_money_share lower,203,206,False,election_date,21,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,is_special,False,387,15.119355,13.326273,1.793081,0.932458,2.47337,False,True,baseline_money_share lower,192,195,False,election_date,6,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,is_special,True,22,24.216021,19.352456,4.863566,1.76129,7.281408,False,True,baseline_money_share lower,11,11,False,election_date,15,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,ballot_timing,midterm_dem_pres,156,14.690849,12.591961,2.098888,1.692884,2.713432,False,True,baseline_money_share lower,78,78,False,election_date,2,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,ballot_timing,midterm_gop_pres,70,19.187102,16.308541,2.878561,,,,False,undecided,32,38,False,election_date,1,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,ballot_timing,presidential,161,13.427513,12.554081,0.873432,-0.373319,1.913657,True,True,undecided,82,79,False,election_date,3,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,ballot_timing,special,22,24.216021,19.352456,4.863566,1.76129,7.281408,False,True,baseline_money_share lower,11,11,False,election_date,15,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,office,State Representative,312,16.15597,14.094943,2.061027,1.216522,2.918915,False,True,baseline_money_share lower,150,162,False,election_date,15,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,office,State Senate,97,14.334218,12.428065,1.906153,0.271548,3.322247,False,True,baseline_money_share lower,53,44,False,election_date,13,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,pres_elec,False,248,17.078964,14.423344,2.65562,2.092766,3.802683,False,True,baseline_money_share lower,121,127,False,election_date,18,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,pres_elec,True,161,13.427513,12.554081,0.873432,-0.373319,1.913657,True,True,undecided,82,79,False,election_date,3,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,no_dem_candidate,False,398,15.243012,13.408516,1.834496,0.975664,2.680188,False,True,baseline_money_share lower,199,199,False,election_date,21,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,no_dem_candidate,True,11,28.432215,22.178616,6.253599,-0.114722,8.729678,True,True,undecided,4,7,False,election_date,5,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,incumbent_status,Dem_Incumbent,202,14.636249,14.073895,0.562355,-0.400272,1.412201,True,True,undecided,105,97,False,election_date,6,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,incumbent_status,GOP_Incumbent,98,15.335476,12.99925,2.336226,0.237188,4.121646,False,True,baseline_money_share lower,48,50,False,election_date,6,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_share,incumbent_status,No_Incumbent,109,17.93148,13.678956,4.252524,3.007975,5.326854,False,True,baseline_money_share lower,50,59,False,election_date,21,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,pooled,all,409,15.742997,13.682873,2.060124,1.65276,2.578487,False,True,baseline_money_logratio lower,173,236,False,election_date,21,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,is_special,False,387,15.119355,13.211457,1.907898,1.513458,2.283058,False,True,baseline_money_logratio lower,164,223,False,election_date,6,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,is_special,True,22,24.216021,20.254535,3.961486,1.21298,6.479527,False,True,baseline_money_logratio lower,9,13,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,ballot_timing,midterm_dem_pres,156,14.690849,12.950273,1.740576,1.437018,2.193515,False,True,baseline_money_logratio lower,67,89,False,election_date,2,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,ballot_timing,midterm_gop_pres,70,19.187102,16.587259,2.599843,,,,False,undecided,33,37,False,election_date,1,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,ballot_timing,presidential,161,13.427513,11.722911,1.704602,1.153372,2.145452,False,True,baseline_money_logratio lower,64,97,False,election_date,3,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,ballot_timing,special,22,24.216021,20.254535,3.961486,1.21298,6.479527,False,True,baseline_money_logratio lower,9,13,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,office,State Representative,312,16.15597,13.868255,2.287715,1.848868,2.782691,False,True,baseline_money_logratio lower,126,186,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,office,State Senate,97,14.334218,13.068775,1.265442,-0.240724,2.517197,True,True,undecided,47,50,False,election_date,13,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,pres_elec,False,248,17.078964,14.817126,2.261838,1.745006,3.212083,False,True,baseline_money_logratio lower,109,139,False,election_date,18,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,pres_elec,True,161,13.427513,11.722911,1.704602,1.153372,2.145452,False,True,baseline_money_logratio lower,64,97,False,election_date,3,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,no_dem_candidate,False,398,15.243012,13.324297,1.918715,1.432882,2.502753,False,True,baseline_money_logratio lower,169,229,False,election_date,21,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,no_dem_candidate,True,11,28.432215,23.186434,5.24578,-0.518803,6.659071,True,True,undecided,4,7,False,election_date,5,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,incumbent_status,Dem_Incumbent,202,14.636249,13.801558,0.834691,0.317212,1.547709,False,True,baseline_money_logratio lower,95,107,False,election_date,6,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,incumbent_status,GOP_Incumbent,98,15.335476,12.939608,2.395867,1.327024,3.521407,False,True,baseline_money_logratio lower,41,57,False,election_date,6,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_logratio,incumbent_status,No_Incumbent,109,17.93148,14.105549,3.82593,2.794744,4.830734,False,True,baseline_money_logratio lower,37,72,False,election_date,21,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,pooled,all,409,15.742997,15.316057,0.426941,0.214553,0.633203,False,True,baseline_money_diff lower,189,220,False,election_date,21,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,is_special,False,387,15.119355,14.755287,0.364068,0.134446,0.520617,False,True,baseline_money_diff lower,179,208,False,election_date,6,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,is_special,True,22,24.216021,23.048185,1.167837,0.010931,2.108556,False,True,baseline_money_diff lower,10,12,False,election_date,15,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,ballot_timing,midterm_dem_pres,156,14.690849,14.196977,0.493872,0.397064,0.632921,False,True,baseline_money_diff lower,71,85,False,election_date,2,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,ballot_timing,midterm_gop_pres,70,19.187102,18.612418,0.574684,,,,False,undecided,38,32,False,election_date,1,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,ballot_timing,presidential,161,13.427513,13.320012,0.1075,-0.162429,0.377637,True,True,undecided,70,91,False,election_date,3,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,ballot_timing,special,22,24.216021,23.048185,1.167837,0.010931,2.108556,False,True,baseline_money_diff lower,10,12,False,election_date,15,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,office,State Representative,312,16.15597,15.657476,0.498494,0.383613,0.666748,False,True,baseline_money_diff lower,138,174,False,election_date,15,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,office,State Senate,97,14.334218,14.162176,0.172041,-0.724482,0.835465,True,True,undecided,51,46,False,election_date,13,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,pres_elec,False,248,17.078964,16.482984,0.59598,0.439697,0.916909,False,True,baseline_money_diff lower,119,129,False,election_date,18,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,pres_elec,True,161,13.427513,13.320012,0.1075,-0.162429,0.377637,True,True,undecided,70,91,False,election_date,3,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,no_dem_candidate,False,398,15.243012,14.820343,0.422669,0.187898,0.638977,False,True,baseline_money_diff lower,185,213,False,election_date,21,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,no_dem_candidate,True,11,28.432215,27.84067,0.591545,-1.010532,1.093217,True,True,undecided,4,7,False,election_date,5,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,incumbent_status,Dem_Incumbent,202,14.636249,14.819464,-0.183214,-0.595289,0.101749,True,True,undecided,105,97,False,election_date,6,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,incumbent_status,GOP_Incumbent,98,15.335476,14.602433,0.733043,0.400898,0.994605,False,True,baseline_money_diff lower,45,53,False,election_date,6,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_diff,incumbent_status,No_Incumbent,109,17.93148,16.778288,1.153191,0.512082,1.7911,False,True,baseline_money_diff lower,39,70,False,election_date,21,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,pooled,all,409,15.742997,13.713432,2.029565,1.624024,2.546788,False,True,baseline_money_both lower,176,233,False,election_date,21,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,is_special,False,387,15.119355,13.243186,1.876169,1.487852,2.246807,False,True,baseline_money_both lower,166,221,False,election_date,6,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,is_special,True,22,24.216021,20.274243,3.941778,1.191287,6.445166,False,True,baseline_money_both lower,10,12,False,election_date,15,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,ballot_timing,midterm_dem_pres,156,14.690849,12.997389,1.69346,1.398584,2.132758,False,True,baseline_money_both lower,67,89,False,election_date,2,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,ballot_timing,midterm_gop_pres,70,19.187102,16.636818,2.550284,,,,False,undecided,34,36,False,election_date,1,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,ballot_timing,presidential,161,13.427513,11.727908,1.699605,1.133143,2.152878,False,True,baseline_money_both lower,65,96,False,election_date,3,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,ballot_timing,special,22,24.216021,20.274243,3.941778,1.191287,6.445166,False,True,baseline_money_both lower,10,12,False,election_date,15,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,office,State Representative,312,16.15597,13.89231,2.26366,1.836737,2.753734,False,True,baseline_money_both lower,129,183,False,election_date,15,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,office,State Senate,97,14.334218,13.121548,1.21267,-0.233745,2.427447,True,True,undecided,47,50,False,election_date,13,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,pres_elec,False,248,17.078964,14.861085,2.217879,1.705838,3.173936,False,True,baseline_money_both lower,111,137,False,election_date,18,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,pres_elec,True,161,13.427513,11.727908,1.699605,1.133143,2.152878,False,True,baseline_money_both lower,65,96,False,election_date,3,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,no_dem_candidate,False,398,15.243012,13.365371,1.877641,1.388262,2.465831,False,True,baseline_money_both lower,172,226,False,election_date,21,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,no_dem_candidate,True,11,28.432215,23.00163,5.430584,-0.600043,6.918267,True,True,undecided,4,7,False,election_date,5,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,incumbent_status,Dem_Incumbent,202,14.636249,13.842568,0.793681,0.259098,1.528095,False,True,baseline_money_both lower,95,107,False,election_date,6,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,incumbent_status,GOP_Incumbent,98,15.335476,12.938364,2.397112,1.266278,3.609029,False,True,baseline_money_both lower,42,56,False,election_date,6,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,baseline,baseline_money_both,incumbent_status,No_Incumbent,109,17.93148,14.143407,3.788073,2.740378,4.811729,False,True,baseline_money_both lower,39,70,False,election_date,21,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
